	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
TRIM64	0	0	0	0	0
TRIM65	5.713997206	6.666397638	7.326396413	4.689527907	8.027784317
TRIM66	2.240153836	1.854948049	0.762918227	1.159193865	2.12854023
TRIM67	0.023569278	0.044118664	0.013672537	0.036335038	0.497261966
TRIT1	7.511244684	4.39239752	6.81294118	5.089907071	3.315560442
ITK	0.740865344	1.266114151	0.091036284	0.468232867	0.207156082
LOC100996419	1.453596732	0.835460181	1.052352766	0.569687635	1.747956611
NRF1	7.267467766	4.198815436	4.362942197	7.023655312	5.877223097
NAGPA	2.296979705	3.583455039	3.055883888	1.541336341	3.457776484
LCAT	2.190019293	1.440543822	0.929869404	0.853426604	0.987062558
SERTAD1	6.822481703	8.953041888	7.039852195	6.198017241	8.673280854
SERTAD2	24.71017322	9.412331328	6.242239292	10.12993006	3.456409456
SERTAD3	20.67409344	12.47302026	25.5578616	19.98839361	17.195418
SERTAD4	14.05669252	6.035197492	1.486045997	20.46469044	7.610235662
ARAP2	1.779528021	1.563899715	1.632790308	1.820755986	0.407672545
ARAP1	14.96461142	20.19218539	7.124569223	15.13364314	12.12973278
BID	4.33164241	3.988206103	9.65277749	7.621695081	4.409824602
LOC105370105	0.282635233	0.205497358	0.053733703	0.055532705	0.03786432
MIR133B	0	0	0	0	0
HEMK1	2.135181767	1.043945425	1.971143089	0.774344602	3.783258369
PYDC1	32.44182095	0	0.380816556	0.043729586	0
OR51E1	0.149713224	0.412025331	0.408266117	0.614670517	0.858507384
CHMP1B2P	0.395949352	0.111228435	0.105995563	1.253079795	0.372416419
ACMSD	0.054640623	0.133667823	3.872067991	0.006759636	0.041480805
DHCR24	178.6345313	196.0902409	361.0999655	85.63205764	148.7716665
LCA5	1.763400994	2.214219824	0.748298573	5.296669137	1.331011401
CMTM7	6.220572466	2.695262758	1.621981402	1.967376712	1.267125869
PPP1R42	0.601181767	0.026123852	0.032383512	0.025100782	0.249385232
FGFRL1	10.31626824	20.16484041	7.084137304	8.992680811	3.364391351
CRLF2	0.109356758	0.087729353	0.0181251	0.028097891	0.057474648
CRLF3	3.92458636	4.214749328	4.8349879	3.220387732	5.380592016
CRLF1	1.619112176	1.259450106	0.911389833	0.399217216	4.445756211
PARK7	58.0466766	78.82112073	80.13551227	56.15475426	71.52176786
NXPE1	0.003916664	0.004538543	0	0	0.007645789
NXPE2	0.018054711	0.094146289	0.019450855	0.020102068	0.00881123
NXPE3	5.113162291	13.50242461	0.730628626	1.955285778	4.027437255
NXPE4	0.015634061	0.081523809	0.016843019	0	0
DMTF1	8.390378292	3.917745519	2.5630069	5.803406459	6.035661931
GUSB	27.39117482	21.42358704	73.7481342	30.05869002	24.58978667
KIZ	2.802344669	3.649913982	2.11997878	3.177970202	2.852523727
KIT	5.473977202	5.462622772	1.404735959	1.438230166	1.245990021
KIN	2.453226114	1.568805237	1.280210966	2.648895403	2.343854227
EDAR	0.049662694	0.008853542	0	0.012760226	0.003728747
ERVFRD-1	0.104307447	0.060434574	0.022474676	0.023227128	0.086538676
SLC25A18	0.110557974	0.446326089	2.366776368	0.214423474	0.382910313
TNFRSF17	0.257101997	0.963871988	0.211810759	0.134709029	0.059046277
TNFRSF14	10.58158211	4.732033917	2.387170942	4.79796674	5.673636108
ECEL1P2	0	0	0	0	0
SLC25A15	4.233962497	3.924977173	3.480522356	6.138555538	9.783473145
TNFRSF18	1.727849056	9.682033355	14.34654566	2.171126075	1.566019332
TNFRSF19	9.196520168	3.874126842	1.246920368	3.262168971	1.29432373
TSGA10IP	0.032799684	0.028505658	0	0.018259541	0
CHODL	0.021866456	0.31039494	0.041225372	0.054778623	0.026678685
TNFRSF1A	29.79311606	29.77825566	30.50508598	27.94929823	26.50851289
ATP1A1-AS1	1.114375274	0.717396253	1.141261876	0.850138381	0.933269892
LOC284023	2.56732427	1.100114751	1.404533976	2.002405244	4.574498846
POLR2J4	0.820408921	0.265584444	0.263752029	0.585762253	0.625361196
TMLHE	2.866898962	2.972404084	2.559118975	3.043197874	2.17128307
POLR2J2	0.01248762	0	0.040359805	0	0
POLR2J3	0.370239367	0.200063534	0.367869196	0.226402565	0.475592508
ZNF337-AS1	0.710349829	0.369119984	0.538784639	0.397224138	0.883002147
HPRT1	17.40798804	12.22142631	23.67819953	13.64391362	18.41393061
FOSL1	0.663068125	0.488005179	0.482663626	0.448940863	1.049502989
FOSL2	26.23056553	33.16035513	30.7430132	16.32147078	33.55337088
NDUFA10	11.17325877	10.13716342	12.7913935	9.6709356	9.764719938
MIR7110	4.438936711	6.714089179	9.284143844	4.60596244	4.754463387
ISOC2	8.665087978	9.205279637	9.525237462	6.901576304	134.7268808
ISOC1	47.49994468	18.78493459	31.00429115	22.05698913	106.3620833
SLIT2-IT1	0	0	0	0	0
CHRD	2.587317866	1.482785087	5.494985401	6.970017125	0.473663528
C1orf210	8.152982443	5.94507179	16.02887698	7.736372432	5.290678869
C1orf216	4.673177707	5.620335412	8.63352093	6.531114313	5.425350608
WASL	27.73560892	21.72226248	34.18477596	33.11775166	22.08148372
BCL9L	11.58545306	7.107334436	7.468969299	6.471183101	6.271935612
CLEC3B	2.631870404	18.68860159	7.896228418	2.351068765	13.36703518
RAB1B	96.82429995	63.72814045	115.3844122	89.77563116	294.0686719
CLEC3A	0.005622959	0	220.8724838	7.324887467	0
AMBP	0.13254865	0.076797212	1.499383559	3.246745013	5.927005138
AMBN	0	0.019505116	0	0	0
MAD2L1BP	9.902111247	11.65151577	14.39817433	15.52109554	16.59121872
IDH3A	2.353590979	3.64785634	3.823382615	3.675839118	6.087332396
C10orf35	8.021698888	6.361516146	9.69524888	7.619548124	8.245600334
LOC100130849	0	0	0	0	0
C12orf73	2.517667101	3.278138366	2.700587176	2.085651256	5.048046663
RHOBTB2	5.504170829	4.785071771	5.578219819	6.425876605	9.693886676
RHOBTB3	12.52086261	53.33533459	6.209390781	2.698199134	6.657051637
RHOBTB1	5.801400944	6.208529513	4.936796436	5.763172838	8.406831124
INO80D	2.572762452	1.883905398	1.224267071	4.099637295	0.574112381
INO80E	9.319566547	7.610141128	3.783450507	5.279591835	9.395223819
INO80B	2.521793588	1.377423849	1.364384153	1.026625301	1.225287844
INO80C	2.29433307	1.564348641	1.472303458	1.791855267	1.385834126
DIS3L2	3.856814093	2.106706484	2.011651057	1.941175887	1.665337308
FAM43B	0.308976341	0.472301362	0.347033646	0.04391661	1.385980502
FAM43A	2.11522454	5.334230743	3.549656166	1.245477879	3.526997028
MIR1255B2	0	0	0	0	0
FAM124B	0.472723943	1.770608417	0.90538482	0.499747293	0.195748164
FAM124A	0.542415845	0.47944401	0.467488025	0.193817591	0.164985096
CYP2F1	0.011294748	0.013088102	0.006084077	0	0.016536508
FNTA	5.433083439	5.073103751	5.658680437	7.525504197	8.945480095
FNTB	3.910136918	3.230742297	2.749891656	4.668249626	4.585680761
MIR200A	1.675591073	0.882562557	0	0	4.757746882
DGKA	2.232913555	2.944207955	2.102431727	3.91070928	0.840116098
ADORA2A-AS1	0.306658712	0.077884775	0.26248747	0.009354329	0.13120743
TNFSF13B	3.211404317	4.790938476	1.631614489	3.606339946	0.701355503
FNBP4	11.48584833	6.381359507	5.074312093	11.47478503	10.185374
VIM	162.2611837	276.502423	113.0035355	165.2518734	77.14898583
VIP	0.053371961	0.160800223	0.057499133	0	0.093769514
MIR3929	0.307422494	0	0	0	0
MIR3928	0	0	0	0	0.284541974
LINC01480	0.569499278	0.898860751	0.042312951	0.863659327	0.345019537
MIR3921	0	0	0	0	0
MIR3920	0	0.227824288	0	0	0
MIR3923	0	0	0	0	0
MIR3922	0	0	0	0	0
MIR3925	0	0	0	0	0
MIR3924	0	0	0	0	0
MIR3927	0	0	0	0	0
S100A7L2	0	0	0	0	0
OR7C2	0	0	0	0	0
OR7C1	0.095168314	0.018379821	0	0	0.015481646
LINC01138	0.686977641	0.701522935	0.083261314	5.162933925	1.571556104
LINC01139	0.06600483	0.509899513	0.01185148	0.208220544	0.32212299
LINC01136	0.173736015	0.122230866	0.247332783	0.006908472	0.526898643
LINC01137	3.708903641	1.882040928	3.016367409	1.794840897	3.028587262
LINC01134	0.08737032	0.212127733	0.152395339	0.19918805	0.03654796
LINC01135	0.084880709	0.393431501	0.109733285	0.11340715	0.182266847
LINC01132	0.499267747	0.712844358	0.773195826	0.868567809	0.548229039
LINC01133	0.267112752	0.479762679	0.071942043	0.014870132	0.039107665
CCNG1	37.20795218	34.90774369	21.9871335	17.11693378	28.20935897
CCNG2	22.46822429	15.15888788	8.437038904	34.11304041	27.67264835
MIR4658	6.399676871	5.646122785	8.276822631	6.477621281	6.94107583
MIR4656	0	0	0	0	0
MIR4657	10.95521025	10.50830422	8.526381491	15.94435247	16.28688265
MIR4654	0	0	0	0	0
MIR4655	0	0	0	0	0
MIR4652	0	0	0	0	0
MIR4653	3.055705516	3.540883512	11.85119475	5.216728886	2.783711843
SPDYE16	0.019775716	0	0	0	0
AP2M1	65.29366783	64.29895036	73.51400982	77.32898753	62.89071632
LOC100128164	0.012717741	0.002456173	0.011417654	0	0
OR6C3	0	0	0	0	0
OR6C2	0	0	0	0	0
OR6C1	0	0	0	0	0
OR6C6	0	0	0	0	0
OR6C4	0	0	0	0	0
GCAT	1.928696257	3.929752405	8.631691107	8.24961553	6.973171705
GHSR	0	0	0	0	0
DSG1	0.028974512	0.033575019	0.003468341	0.032260145	0.025138514
LINC00261	0	0	0	0.003390776	0
LINC00269	0	0	0	0	0
KIF16B	15.29280051	19.27778021	13.61828505	16.57131276	9.881037215
AKR1D1	0.032799684	0.012669181	0.011778678	0	0.010671474
PDE9A	2.103094447	1.279900064	0.401257906	3.049416176	0.952723906
TAF6L	3.092773776	2.252342247	3.222025714	1.91902616	3.050174302
DAO	0.004354426	0	0.009382295	0	0.004250176
LOC102724555	0	0	0.021095223	0.087205961	0.009556129
TATDN3	3.954777758	5.234425405	7.160299609	4.651728957	5.358823767
TATDN2	6.023483636	5.566321414	5.459486933	5.121965123	7.241726013
WWTR1	12.48472238	12.85310271	7.985212739	8.747084155	3.32108815
LRP1B	0.73121528	0.334557601	0.262942637	0.007732608	1.216307577
DAP	43.99864399	51.63172146	49.13530653	76.49540006	39.54735538
LRP10	36.11782049	32.97897518	26.2017533	58.90142837	64.08771849
LRP11	10.68241003	13.66958614	18.29814936	14.6888558	14.11846418
LRP12	1.333358993	1.476931474	0.652092037	1.340146103	1.936119399
PRPS1L1	0	0	0	0.017271181	0
GAPDHS	0.011131163	0.012898544	0	0	0.043458682
BICD2	6.048239816	7.154894965	4.135170867	8.807925884	9.277564779
BICD1	1.868473211	1.007964902	0.838025284	1.615126506	0.333454536
BBS9	3.610911671	2.764194477	4.160653955	3.333602708	1.867458851
LOC100506885	0.484982031	0.068119561	0.340406861	0.040907403	0.043033728
BBS1	0.734662218	0.341161774	0.364610937	0.30022905	1.015182789
LOC339807	0.026295859	0	0	0.019518493	0.01711087
BBS2	4.370547096	3.689676786	6.362503535	3.278727612	5.317047506
BBS5	2.412281425	1.432052669	0.803634938	1.946192144	2.227746316
LOC339803	1.370497192	3.541718716	2.701012977	2.300972339	4.389945426
BBS7	2.328427776	2.580467438	2.53865875	4.233710358	2.235089286
ESM1	2.735432807	8.280630912	2.919923308	9.751584134	8.530346662
AGL	7.177079575	4.655459935	0.725691687	66.8850735	4.578851876
AGK	5.108369201	4.156792806	4.785557882	4.980283553	4.633162151
NIPA2	9.180135626	11.87312289	15.33654929	16.00040606	11.70072317
NIPA1	2.250544674	5.105411361	6.245690628	3.68721839	3.319656364
AGA	6.921315783	6.504106627	19.35974091	9.655590713	11.91948989
LOC387810	0	0	0	0	0
AGT	1.202986758	20.4652042	6.519814368	1.544832094	0.828413342
SLC50A1	36.39606441	101.9500058	38.75901542	24.29627021	27.42814391
MRGPRF-AS1	0.007912137	0.073347267	0	0.017618706	0
CLDN8	4.799388409	1.051649252	0.229017822	0.664539574	0.486803435
PIK3CA	3.787330145	6.10000681	1.707179862	4.830920438	4.061412634
PPP4C	45.12780057	46.81080813	27.47016652	28.45183792	40.8903677
PIK3CD	2.851863126	4.263897777	1.061529157	1.959264329	1.042541661
PIK3CG	1.083495806	2.177354755	0.577496855	0.834929063	0.347880154
ZSWIM4	4.803761849	2.76869593	2.833041931	5.44835571	6.653198715
ZSWIM5	1.182961351	1.811515849	0.072308536	0.775317751	2.399358075
ZSWIM6	4.536731156	3.102237069	4.142496329	4.554963842	7.662201728
ZSWIM7	4.109778636	3.728697472	4.80485133	4.627313063	9.003045939
ZSWIM1	5.739885502	4.769088852	15.19621718	6.112026933	6.830240496
ZSWIM2	0	0.016327407	0	0	0.006876431
ZSWIM3	1.890210432	2.16207139	1.918136234	2.382899742	1.14863428
ZSWIM8	11.11270662	8.02143164	6.090231796	9.797448003	13.52356125
SFRP1	8.750660876	18.62168067	3.225342659	5.686031063	3.046947894
MEG3	2.750309366	2.632844905	0.142084736	0.543195004	0.589221487
PIK3C3	3.95810005	2.542352185	2.166881822	4.816136169	3.039362591
MEG9	0.083228733	0.11128108	0.013794567	0.042769224	0.068738273
MEG8	0.045300033	0.026246335	0	0.050436937	0.005526937
PRRG4	7.674444004	2.189585038	8.284366915	8.367683992	14.21742531
PRRG1	0.965794131	2.231940727	0.621928484	1.10272855	0.459318889
PRRG2	8.339806585	7.083848673	13.46100333	5.411941193	6.354938034
PRRG3	0.114244846	0.889746206	0.068695381	0.014790687	0.075204211
MAX	19.96927697	16.11216564	7.434318573	13.71760595	24.26712693
MAZ	33.20364729	28.67920277	14.59753326	21.95781206	39.84562096
ERI2	5.519372796	5.958139226	3.459398201	4.017944361	6.554018876
ARF4-AS1	0.226576043	0.229732364	0.305121026	0.063067293	0.276439439
ERI1	4.289952113	3.541142308	4.073931978	3.048654158	6.743533375
MAG	0.211567391	0.112640889	0.110883684	0.050931584	6.245296991
MAF	5.220806035	7.358567743	3.402392491	2.803868225	3.610126296
MAK	1.024256678	0.194723457	0.051724729	0.21382588	0.230407628
MAL	0.278515918	0.645476088	0.012502214	0.245494955	0.079288978
CSDE1	108.9466373	114.1969047	113.859317	135.4380096	51.82958158
SCART1	0.464106323	0.366679141	0.040908678	0.103346952	0.506530865
JAGN1	22.80121368	15.85727963	20.84834815	22.46722344	21.80581645
LINGO1-AS1	0.031081318	0	0.087060452	0.076132888	0.054606952
HMCN2	0.5123205	1.182520272	0.023258305	0.065639477	0.132915742
HMCN1	3.831405273	7.851286769	0.949072719	3.76329348	0.614692754
LINGO1-AS2	0	0	0	0	0
UTP23	4.375151245	3.924546646	5.767850555	6.631252032	11.13950405
UTP20	5.309969141	4.992042889	7.016252518	4.584323374	6.282632286
IGF2BP2-AS1	0.004951168	0	0	0	0.004832631
LOC729867	0.342879335	0.37248838	0.092348417	0.226670564	0.439254911
NPHP3	0.789550711	0.686690257	0.366154667	0.708312463	0.915250774
NPHP1	1.791011097	0.424737451	0.526510804	0.667369694	0.408271652
NPHP4	2.240819769	1.166615387	0.419181648	0.923621866	1.455190055
FZD10-AS1	0.329400342	0.55721644	0.05861731	1.537417468	0.063154559
CTH	1.351818466	2.434907469	2.837246354	1.239962017	0.362337211
LOC440311	0.082135781	0.067983653	0.075846184	0.052257007	0.137433181
PCOLCE-AS1	0.187522039	0.108648182	0.101011416	0.083514618	0.183032545
ARF3	81.51244133	47.4350026	62.82640789	57.68111636	92.1183309
ARF6	44.81448428	28.22085686	37.47773539	66.66157351	53.82297331
ARF5	73.1997441	48.52669511	104.9813819	57.88540948	83.78734596
ARF4	79.17876621	99.134732	106.1566139	73.90221704	70.02035214
PCNX2	1.954575084	1.352994273	1.048244776	3.801910048	0.972406492
PCNX3	12.60270263	7.306781022	9.311224342	7.76685338	8.856208326
MEDAG	1.63811902	5.529585289	1.54994798	0.547163223	1.689273202
SCN4A	0.219374485	1.7841954	0.265052387	0.219141062	1.470840834
BGLT3	0	0	0	0	0
RAB11FIP3	11.98860129	16.02913553	2.60389424	12.31694641	25.91381459
RAB11FIP2	3.272562036	4.58935391	1.95474309	3.887793426	2.715348681
RAB11FIP1	9.02289183	7.23765637	35.36529373	16.43758802	29.37171341
PCNX4	3.065298784	2.116444431	1.318123664	4.617145563	3.250971445
RAB11FIP5	12.94055914	11.80131348	13.66793546	10.23792029	6.128972724
LOC340512	0	0.015059868	0	0.007235045	0.012685192
FAM78A	1.709579901	2.547538729	0.804950216	1.571366496	0.879342846
MIR4731	0.241546246	0	0	0	0
MIR4730	0.667430415	1.031204672	0	0	0.651451362
PEX13	8.059306964	7.256993827	8.660945515	9.326788205	4.554501128
MIR4732	0	0	0	0	0.018439592
AASS	2.636963151	3.964668627	0.860991588	2.087175715	0.481694668
MIR4734	0	0.279898411	0	0	0
CLIP3	5.670445398	6.482482816	4.978900516	2.605237629	2.563895179
CLIP2	3.199043099	4.041786624	2.906049403	2.236423099	2.197449788
CLIP1	9.046161147	7.553116943	11.98729554	7.441034758	8.643209143
CLIP4	1.889808118	3.706898956	0.503714589	1.564158084	0.320516863
LINC01671	0.33340186	0.022076494	0.020524761	0.169695431	0.055786257
LINC01670	0	0	0	0	0
PEX16	8.052877652	5.872014125	5.646693461	6.335594114	15.60513936
LINC01674	0	0	0.036142312	0.522932968	0
LINC01676	0	0	0	0	0
EIF1B	20.61354649	16.03706638	12.98537319	17.25022393	18.50594329
CD48	4.487861367	6.139982858	1.602360683	2.248260372	1.038395695
CD44	22.56224948	17.75575104	85.68291731	19.01464763	6.481909741
CD47	19.22334857	19.12385065	19.76619612	4.366010072	9.120264054
CD46	48.59661924	32.33231645	29.88818128	58.23220112	50.95065836
CD40	4.188585864	13.64601671	41.21064556	4.924302694	3.082556819
FPGT	5.517424766	5.568505229	8.319095581	6.480865903	2.747940289
FPGS	13.81993541	12.79444047	8.41509974	15.72231026	17.24652987
VMA21	7.194853718	8.214517076	9.569584382	6.212554204	8.870313394
TBL1X	7.685781664	12.36121474	6.481669112	13.28185575	20.68992423
TBL1Y	0	0	0	0	0
FAR1	10.2427716	6.997646849	11.68079436	13.5802227	20.97416892
FAR2	4.221590915	2.082038633	4.628834271	14.2192152	1.22304144
RNU4-2	0.959332606	0.416869974	0.775137245	0.400544401	0.351136904
LOC101927043	0.071403029	0.005516016	0.015384903	0.1430999	0.069693558
LOC101927040	0.034436328	0.00798081	0.014839695	0.015336527	0.073946142
LOC105375843	0	0	0	0	0
IL31RA	0.022169891	0.051379953	0	0.057595764	0.018032599
RNU4-1	0	0.277913316	0.258379082	0	0
BEAN1-AS1	0.146744585	0.056681453	0.052697373	0	0.079572973
PAK4	16.81080392	5.518503035	9.713346683	14.92817442	17.99489035
PAK5	0.130353624	0.023850138	0.062825589	0.015277409	0.026785854
PAK6	0.149259644	0.01517182	0.042316227	0.075803819	0.15335389
MIR543	0	0	0	0	0
MIR542	0	0.174936507	0	0	0
MIR541	0	0	0	0	0
PAK3	0.278743243	0.260301179	0.102454622	0.51847039	0.091223406
NSDHL	10.78366029	10.46393759	17.22097874	10.68606708	18.43820588
KCNG1	0.071526477	0.025225349	2.261470398	0.903711269	0.036424722
KCNG2	0.12513034	0.054374344	0.033701619	0.052244922	0.23663574
KCNG3	0.088432203	0.481624358	0.523987913	0.231381428	0.034526014
KCNG4	0	0	0.250177823	0	0
NUBPL	1.933642935	2.189034213	1.713574155	2.090905101	4.41831079
GAST	0	0	0	0	0
SUB1	36.5093886	26.65549057	14.54288491	14.34128522	46.96505051
MFSD2A	2.810303461	1.281092303	0.759177968	6.135816427	0.119440879
MFSD2B	0.041908655	0.128029242	0.069776325	0.059386709	0.037186648
AXDND1	0.030545346	0.035395266	0.071797899	0.071109952	0.040655529
KAT14	6.260542304	6.000927118	5.266320007	6.881901191	8.614707398
ARID2	9.340173243	5.126431604	4.357534344	9.292484776	5.469390883
OR8D4	0	0	0	0	0
ZBTB10	4.71861631	3.28529938	0.700741976	4.562661809	16.37096762
OR8D1	0	0	0	0	0
OR8D2	0	0	0	0	0
ARGLU1	21.97572801	13.16292012	4.091160682	17.65187574	26.81706833
MIR759	0	0	0	0	0
GLYCTK	1.228975753	4.942115986	1.324010565	0.993451148	3.270013407
NUBP2	11.17375578	12.92823967	6.598311078	7.34813695	20.8453977
GAS8	4.441611728	2.397206515	3.506892077	5.525301358	4.796723971
NUBP1	12.75685414	12.4773128	8.124865693	9.696862382	8.01957175
GAS1	8.612614627	15.6840139	7.384231041	8.45053757	1.471123273
GAS2	0.091033297	0.138799155	0.087749314	0.282730548	0.378798015
GAS5	40.15415292	24.09855171	19.51004009	52.25642794	19.68958365
GAS7	10.36257309	13.59862874	2.854999316	4.320565378	2.478783181
GAS6	11.91121404	21.02826524	6.308476282	8.337672497	17.64652953
UGT2A3	0	0	0	0	0
UGT2A2	0	0	0	0	0
UGT2A1	0	0	0	0.011447605	0
LOC105369860	0	0	0	0	0
ZNF195	4.276667455	2.886253189	2.073957159	5.60579745	5.926088758
LOC101929634	0.017723519	0.046209643	0.028641077	0.379866401	0.025948796
LOC101929633	0.178923145	0.172776797	0.128505998	0.033202093	0.087319759
OR2Y1	0	0	0	0	0
PKNOX2-AS1	0	0	0	0	0
C22orf39	2.315963354	2.796565284	3.683548649	3.063936791	3.689086899
C22orf31	0	0	0	0	0
CYP4F35P	3.103075855	0.143013787	0.025326	9.710521684	1.187421252
C22orf34	0.067443109	0.246032729	0.096877842	0.111245897	0.058514172
PLPP1	15.99405174	23.60670973	16.27307599	8.040094383	31.65614147
PLPP3	17.10015815	27.22099416	7.922427617	11.8167418	17.84281652
PLPP2	12.81476578	14.89429382	7.155526569	24.72389384	14.77827925
PLPP5	8.318094258	8.072155539	10.96407257	12.44177619	40.71946868
PLPP4	5.115096964	2.16235243	3.041056655	4.239711996	0.138684324
PLPP7	1.092425201	1.725464278	0.502244277	0.581036631	0.679153683
PLPP6	6.731132467	4.392427509	6.818522161	7.794969555	13.33616531
C1orf158	0.788339373	0.00951573	0	0.013714609	0
AGAP2-AS1	9.615150881	6.831387217	8.792123394	4.103977933	14.74306815
DDX19A	3.656721438	4.244452931	4.712372132	3.325115776	3.175045526
GKAP1	1.865357134	2.097789333	1.65401587	2.049043467	1.879273079
SH3PXD2B	21.63499774	18.20760743	7.969522524	8.795657789	3.995002133
SH3PXD2A	20.12132003	14.07634727	8.550048657	12.14631475	5.898896883
LYSMD2	2.152253914	3.004116986	2.02884886	3.903086955	1.145850804
LYSMD1	8.170966296	18.95229193	7.931248799	10.18593355	3.987671972
CLGN	11.04145198	25.45133169	3.815574048	4.786166148	15.49538973
SMARCA1	20.63246729	8.765830593	2.241999649	23.90413732	7.342004666
SMARCA2	28.15786653	18.75300064	22.22293374	28.18778083	37.66786655
SMARCA4	24.18518069	14.77035068	16.30971552	21.84836338	14.57080134
SMARCA5	16.08349431	15.89863031	12.62174881	29.04102157	19.39079746
POMZP3	2.262305782	6.759072858	3.093051684	5.00734309	6.393861511
FYB	4.301899035	6.613402947	2.245610721	3.59229231	1.04161021
GOLGA6L9	0.493671159	0.271130304	0.02216025	0.392199726	0.499419627
GOLGA6L4	0.016727028	0.009691454	0.012013669	0.052767515	0.010884376
GOLGA6L6	0	0	0	0	0
FYN	3.417695224	7.397234216	2.214595664	2.542762439	2.792512058
GOLGA6L1	0	0	0	0	0
GOLGA6L2	0	0	0	0	0.005446678
CPB2-AS1	0.04276236	0.024776035	0.009213822	0.00476115	0.06260787
OST4	135.4775444	143.1997642	201.4370397	153.0920811	86.85534928
OSTN	0	0.07303966	0	0.005848272	0
FCGR2B	2.272862444	1.349474035	0.964687519	0.471252572	0.916990138
OSTC	39.60940165	46.17717941	58.96172296	55.20775067	30.35325553
FCGR2A	5.717745997	4.040987221	6.029631302	4.322020315	3.093229349
LOC100129518	9.991757335	21.07796472	5.419142286	9.455928164	6.204978427
WBP1	8.599759685	5.23977173	3.070821609	7.613629464	8.143409229
CALCR	0.037648227	0.053320578	0.031546283	0.037259944	0.106157669
PSAPL1	0	0	0.006776684	0	0.006139671
CPS1-IT1	0	0	0	0	0
CALCA	0	0	0	0	0.147352094
CALCB	0	0.004976604	0	0	0.557520139
WBP4	6.020699021	5.512600805	2.680621408	6.961806803	10.51362526
CKB	6.658133115	15.04152457	2.095252026	0.916945032	17.54224191
CKM	0.030612379	0.106418829	0.07695237	0.102251226	0.099598277
OR51B5	0	0	0	0	0
OR51B4	0	0	0	0.019151157	0
OR51B6	0	0	0	0	0
OR51B2	0	0	0	0	0
UNK	7.955211864	5.577383763	6.208049866	6.868384511	16.64552685
LIX1	0.004108928	0.028568003	0.013279994	0.013724608	0
CUL9	5.181089087	3.11541485	3.323169208	3.731003581	4.236658354
CUL5	7.343120511	6.878725559	6.492493001	7.502870345	6.712016818
CUL7	13.4202373	13.50057261	15.46135742	15.42039008	14.38332378
CUL1	22.53160807	20.9347918	23.68865738	30.29179124	17.09417186
CUL2	9.326303745	8.538342628	9.460002648	11.33851161	8.747108861
CUL3	10.44621903	7.544241395	7.44303559	13.91997108	5.732092503
ZNF295-AS1	0.111646467	0.143748267	0.106915482	0.013811876	0.084757184
FCER2	0.137970112	0.263796544	0.007431956	0.030723112	0
ULK4P1	0	0.023228084	0	0	0
ULK4P2	0.01081781	0.025070875	0	0	0.010558819
LOC101927908	0	0	0	0	0
LOC101927907	0	0	0	0	0
LOC101927905	1.004569568	1.009798133	0.195587601	0.822019182	1.039586425
LOC101927901	0.03775364	0.037498352	0.005810439	0.012009944	0.01579276
RNF157-AS1	0.548054994	0.386193603	0.327133042	0.503005168	0.43373021
MMGT1	7.929411394	9.712579692	8.947049648	11.36183091	11.29809761
SP140	0.566435033	0.765182686	0.192534538	0.39796117	0.141914163
ARHGAP8	2.504045547	0.647861051	0.65708027	3.96129583	0.631694587
ARHGAP9	1.728089777	1.872540569	0.88822534	1.061165321	0.543998523
MIR6769A	0	0.268395737	0.249530483	0	0.45214889
ARHGAP4	3.457401188	3.785149479	1.377605029	2.48983568	2.800851697
ARHGAP5	8.812844052	7.350932276	1.035592757	10.16491781	7.622682961
ARHGAP6	5.513136057	1.083386113	0.619126743	0.205326629	0.686509387
ICOSLG	0.335662908	0.062813207	0.051659887	0.406224131	0.913691996
ARHGAP1	45.31727109	27.19638519	38.4583877	39.79504551	47.76531669
TMPRSS11BNL	0	0.004516572	0	0	0
KHDC1L	0	0	0	0	0.225125549
RIDA	4.84479802	11.25309502	21.94721717	6.187094593	10.16325098
ANXA11	24.054465	19.57217504	18.3997441	19.01797802	30.72899568
ANXA10	0.046656284	0.08650282	0	0.124672761	0
ANXA13	0.146603213	0.056626846	0.04786055	0.034624043	0.021680813
CCT6P3	1.345757654	0.739731515	0.46004	1.560794828	0.854642144
MRPL4	8.487353458	8.746997271	11.43070327	6.743908016	7.720525622
MRPL2	6.273162438	7.315501596	6.62194345	5.768533505	8.852964862
MRPL3	31.49976563	33.98987333	46.63628225	43.69755003	31.60270937
MRPL1	7.309788594	7.391450061	6.234409316	9.853639643	5.308618919
MRPL9	33.69516804	51.38267518	25.65481836	37.26676602	26.6131543
RTKN	12.54689169	6.917209681	8.534640508	8.207278822	8.2039051
CD79B	1.097409625	2.288976909	0.595514095	0.642604166	0.793434351
MEOX1	1.773897067	10.55280082	0.713286619	0.424218987	9.650881717
MEOX2	1.941065629	8.620871058	0.961790294	0.768083943	2.145446485
CD79A	1.653699845	3.55878818	0.375706908	1.077179287	0.428232831
ATXN7L3B	21.16197966	14.22571527	12.62931399	19.98423686	32.16259808
CBLN4	0.100644269	0.57016343	0.138545529	0.236564914	0.185554488
CBLN2	5.674371751	0.003503109	0	0.164930047	3.638250444
CBLN3	1.194531979	0.955937196	0.838975637	1.925177109	2.460699445
